paper_id,Question,Answer,Image
1804.07707v2,"Which model performs the best at predicting the delexicalised constituency tree of an example, and how much better does it perform compared to the baseline model in terms of unlabelled F1 score?","The Text-to-parse model performs the best at predicting the delexicalised constituency tree, achieving an unlabelled F1 score of 87.5. This is significantly higher than the baseline Unconditional model, which achieves an unlabelled F1 score of 38.5. The Text-to-parse model therefore performs approximately 49 points better than the baseline.",1804.07707v2-Table1-1.png
1804.07931v2,What are the two auxiliary tasks that are used in the ESMM architecture for CVR modeling?,The two auxiliary tasks are CTR and CTCVR.,1804.07931v2-Figure2-1.png
1804.07931v2,What is the relationship between clicks and impressions?,Clicks are a subset of impressions.,1804.07931v2-Figure1-1.png
1804.07931v2,How much more prevalent are click events compared to conversion events in the Product Dataset?,Click events are roughly 184 times more prevalent than conversion events in the Product Dataset.,1804.07931v2-Table1-1.png
1804.07931v2,Which model performs best overall on both the CVR and CTCVR tasks?,The ESMM model performs the best overall on both the CVR and CTCVR tasks.,1804.07931v2-Table2-1.png
1804.07931v2,How does the performance of ESMM compare to other models on the CVR task and CTCVR task with different training set sizes?,ESMM-NS and ESMM outperform all other models consistently across different training set sizes on both the CVR and CTCVR tasks.,1804.07931v2-Figure3-1.png
1705.08016v3,How does the test accuracy of the different models vary with the hyperparameter λ?,The test accuracy of all models decreases as λ increases.,1705.08016v3-Figure2-1.png
1705.08016v3,Which method achieves the highest Top-1 accuracy on the CUB-200-2011 dataset?,PC-DenseNet-161,1705.08016v3-Table2-1.png
1705.08016v3,How does Pairwise Confusion (PC) affect the localization ability of a CNN?,PC improves the localization ability of a CNN.,1705.08016v3-Figure3-1.png
1705.08016v3,Which dataset has the highest number of samples per class?,SVHN,1705.08016v3-Table1-1.png
1705.08016v3,Which dataset benefited more from the Pairwise Confusion (PC) optimization method: ImageNet-Dogs or ImageNet-Random?,ImageNet-Dogs benefited more from the PC optimization method compared to ImageNet-Random.,1705.08016v3-Table3-1.png
1705.08016v3,What is the role of the shared weights in the Siamese-like architecture shown in the first figure?,"The shared weights allow the two branches of the network to learn similar representations of the input images. This helps to improve the performance of the Euclidean Confusion loss, which measures the distance between the conditional probability distributions of the two branches.",1705.08016v3-Figure1-1.png
1811.08257v1,How is convolution represented in the frequency domain?,"In the frequency domain, convolution is represented by element-wise multiplication.",1811.08257v1-Figure3-1.png
1811.08257v1,How does the number of classes affect the setup and online time for the Softmax?,The setup and online time for the Softmax increases as the number of classes increases.,1811.08257v1-Table4-1.png
1811.08257v1,Which framework has the lowest total communication cost for MNIST?,FALCON,1811.08257v1-Table5-1.png
1811.08257v1,What is the function of the DataPreprocessing function?,"The DataPreprocessing function performs Yao Sharing, which is a cryptographic technique for securely sharing data between multiple parties.",1811.08257v1-Figure4-1.png
1811.08257v1,Which framework is faster for setting up and running the FC layer?,FALCON is faster for both setting up and running the FC layer.,1811.08257v1-Table2-1.png
1811.08257v1,What is the purpose of the `SubsetGate` function in the MaxPooling function?,The `SubsetGate` function is used to split the input `x` into `k` pieces.,1811.08257v1-Figure5-1.png
1811.08257v1,What is the purpose of the activation layer in a convolutional neural network?,The activation layer applies a non-linear function to the output of the convolution layer. This allows the network to learn more complex features from the data.,1811.08257v1-Figure1-1.png
1811.08257v1,What is the role of the filter in the convolution operation?,"The filter is used to extract features from the input image. It is a small matrix that is applied to each pixel in the image, and the result is a new pixel value.",1811.08257v1-Figure2-1.png
1811.08257v1,Which operation has the lowest online time?,ReLU,1811.08257v1-Table3-1.png
1805.00912v4,Which model has the lowest memory consumption and time cost on synthetic data?,MTSA,1805.00912v4-Figure1-1.png
1805.00912v4,"Which model has the highest test accuracy on the SNLI dataset, and how does its training time per epoch compare to the MTSA model?","The model with the highest test accuracy is MTSA, with an accuracy of 86.3%. Its training time per epoch is 180s, which is faster than the training time of several other models with lower accuracy, such as Bi-LSTM (854s), Bi-GRU (850s), and DiSA (390s).",1805.00912v4-Table1-1.png
1805.00912v4,Which model performed best on the SNLI test set?,The Transfer + MTSA model performed best on the SNLI test set with an accuracy of 86.9%.,1805.00912v4-Table2-1.png
1805.00912v4,"Based on the table, how does MTSA compare to the Bi-LSTM and Multi-CNN baselines in terms of performance and training time?","MTSA outperforms both Bi-LSTM and Multi-CNN baselines across all evaluation metrics (P, R, F1, and Comp.) on all three test sets (Development, WSJ Test, and Brown Test). While MTSA achieves the highest scores, its training time is comparable to Multi-head and Multi-CNN, and significantly faster than Bi-LSTM.",1805.00912v4-Table4-1.png
